% Citation Request
% Murat KOKLU and ILKER ALI OZKAN
% KOKLU, M. and OZKAN, I.A., (2020), "Multiclass Classification of Dry Beans Using Computer Vision and Machine Learning Techniques." Computers and Electronics in Agriculture, 174, 105507. DOI: https://doi.org/10.1016/j.compag.2020.105507
% Citation Request
Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
36534,707.9,266.1,175.3,1.518,0.7522,36946,215.7,0.7959,0.9888,0.9161,0.8106,0.007283,0.00194,0.6571,0.9972,DERMASON
36534,709.6,254.5,184.2,1.381,0.6898,37052,215.7,0.8074,0.986,0.9117,0.8476,0.006965,0.002217,0.7184,0.9922,DERMASON
36535,705.8,259.9,179.3,1.45,0.724,36961,215.7,0.765,0.9885,0.9216,0.8298,0.007114,0.002081,0.6886,0.9982,DERMASON
36547,711.4,267.9,174.3,1.537,0.7594,37015,215.7,0.8003,0.9874,0.9074,0.8053,0.00733,0.001901,0.6484,0.9966,DERMASON
36548,725.7,267.7,174.5,1.533,0.7581,37077,215.7,0.7557,0.9857,0.872,0.8059,0.007324,0.001906,0.6495,0.996,DERMASON
36555,709.9,266.7,175.2,1.523,0.7541,36948,215.7,0.7475,0.9894,0.9114,0.809,0.007295,0.001927,0.6545,0.9964,DERMASON
36567,701.4,259.1,180.2,1.438,0.7184,36981,215.8,0.7938,0.9888,0.9341,0.8328,0.007086,0.002102,0.6935,0.9971,DERMASON
36568,704.1,254.7,183,1.391,0.6952,36970,215.8,0.7782,0.9891,0.9269,0.8473,0.006964,0.002214,0.718,0.9988,DERMASON
36581,711.9,266.6,174.9,1.524,0.7547,36983,215.8,0.777,0.9891,0.907,0.8094,0.007289,0.00193,0.6552,0.9986,DERMASON
36591,699.6,258.3,180.6,1.43,0.7149,36899,215.8,0.725,0.9917,0.9396,0.8356,0.007059,0.002123,0.6983,0.9986,DERMASON
36593,708,268.9,173.4,1.551,0.7643,36923,215.9,0.7674,0.9911,0.9174,0.8026,0.007349,0.001881,0.6442,0.9989,DERMASON
36599,721.5,277.5,168.8,1.644,0.7939,37097,215.9,0.7574,0.9866,0.8834,0.7778,0.007583,0.001712,0.605,0.9949,DERMASON
36607,715.1,272.6,171.9,1.586,0.7762,37031,215.9,0.7157,0.9886,0.8996,0.7918,0.007448,0.001806,0.627,0.9945,DERMASON
36623,712.6,263.2,177.8,1.481,0.7375,37100,215.9,0.7141,0.9871,0.9064,0.8204,0.007187,0.002008,0.673,0.9964,DERMASON
36638,717.7,265.1,176.3,1.504,0.7468,37059,216,0.7009,0.9886,0.8939,0.8146,0.007236,0.001966,0.6636,0.998,DERMASON
36641,711.8,262.3,178.2,1.472,0.7337,37096,216,0.7247,0.9877,0.9088,0.8235,0.007159,0.00203,0.6781,0.998,DERMASON
36644,711.6,267.3,175.1,1.526,0.7554,37036,216,0.702,0.9894,0.9095,0.8081,0.007295,0.001919,0.653,0.9965,DERMASON
36652,708.9,268.2,174.2,1.539,0.7603,36990,216,0.7575,0.9909,0.9164,0.8053,0.007319,0.001899,0.6486,0.9985,DERMASON
36654,700.4,248.5,188.4,1.319,0.6519,37009,216,0.7558,0.9904,0.9391,0.8693,0.00678,0.002388,0.7557,0.9966,DERMASON
36662,719.7,281.1,166.9,1.684,0.8045,37112,216.1,0.7714,0.9879,0.8894,0.7687,0.007666,0.001651,0.591,0.9949,DERMASON
36663,694,250.7,186.9,1.341,0.6666,36945,216.1,0.7484,0.9924,0.9566,0.8618,0.006838,0.002327,0.7427,0.9964,DERMASON
36668,708.2,254.1,184.1,1.38,0.6891,37073,216.1,0.8036,0.9891,0.9187,0.8505,0.006929,0.002236,0.7233,0.9981,DERMASON
36681,709,260.9,179.4,1.454,0.7258,37056,216.1,0.7316,0.9899,0.9171,0.8285,0.007112,0.002066,0.6863,0.9978,DERMASON
36684,717.3,275,170.3,1.615,0.7853,37121,216.1,0.7062,0.9882,0.8959,0.7858,0.007497,0.001763,0.6175,0.9973,DERMASON
36686,711.4,263.2,177.7,1.481,0.7376,37109,216.1,0.7503,0.9886,0.911,0.8213,0.007173,0.002013,0.6745,0.9988,DERMASON
36691,705.2,259.5,180.4,1.439,0.7189,37010,216.1,0.7954,0.9914,0.9272,0.8329,0.007073,0.0021,0.6937,0.9981,DERMASON
36697,702,248.6,188.4,1.32,0.6525,37054,216.2,0.7385,0.9904,0.9358,0.8695,0.006774,0.002389,0.7561,0.9977,DERMASON
36698,709.5,262.7,178.5,1.471,0.7335,37053,216.2,0.8035,0.9904,0.916,0.823,0.007157,0.002025,0.6773,0.9964,DERMASON
36721,720.7,280.3,167.8,1.67,0.801,37148,216.2,0.7888,0.9885,0.8884,0.7713,0.007634,0.001667,0.595,0.9939,DERMASON
36726,704.9,261.4,179.1,1.459,0.7284,37172,216.2,0.7594,0.988,0.9289,0.8272,0.007118,0.002055,0.6842,0.9985,DERMASON
36728,714.4,275,170.6,1.612,0.7843,37034,216.2,0.68,0.9917,0.9044,0.7864,0.007487,0.001766,0.6184,0.9968,DERMASON
36734,715.7,263.1,178.2,1.477,0.7357,37119,216.3,0.7921,0.9896,0.9011,0.822,0.007162,0.002017,0.6757,0.9977,DERMASON
36740,721.6,269.9,173.6,1.555,0.7657,37169,216.3,0.7616,0.9885,0.8867,0.8013,0.007346,0.001869,0.6421,0.9984,DERMASON
36745,719.2,267.7,175.9,1.522,0.7539,37163,216.3,0.8123,0.9888,0.8928,0.8081,0.007285,0.001916,0.653,0.9939,DERMASON
36747,708.3,264.8,177.3,1.494,0.7428,37184,216.3,0.8047,0.9882,0.9205,0.817,0.007205,0.00198,0.6674,0.9969,DERMASON
36751,720.8,265.9,176.5,1.507,0.748,37286,216.3,0.7122,0.9857,0.8889,0.8135,0.007235,0.001955,0.6618,0.9972,DERMASON
36753,699,250.3,187.4,1.336,0.6631,37108,216.3,0.7699,0.9904,0.9453,0.8641,0.006811,0.002343,0.7467,0.9976,DERMASON
36756,702,253.5,185.1,1.369,0.683,37204,216.3,0.7687,0.988,0.9371,0.8534,0.006896,0.002257,0.7283,0.9972,DERMASON
36759,731.4,267.1,176.6,1.512,0.7502,37400,216.3,0.775,0.9829,0.8635,0.81,0.007266,0.001929,0.6561,0.9922,DERMASON
36766,750.8,285.5,164.4,1.737,0.8176,37323,216.4,0.7876,0.9851,0.8195,0.7578,0.007766,0.00158,0.5742,0.9973,DERMASON
36774,704.5,260.4,180.5,1.443,0.7209,37134,216.4,0.8017,0.9903,0.931,0.8309,0.007082,0.002082,0.6904,0.9963,DERMASON
36779,693.4,247.1,189.9,1.301,0.6397,37052,216.4,0.7831,0.9926,0.9613,0.8759,0.006717,0.002439,0.7672,0.9981,DERMASON
36797,716,260.7,180.1,1.448,0.7231,37193,216.5,0.7269,0.9894,0.9019,0.8304,0.007084,0.002078,0.6896,0.9982,DERMASON
36805,722.1,269,174.8,1.539,0.76,37326,216.5,0.6961,0.986,0.8871,0.8047,0.007309,0.001891,0.6476,0.9963,DERMASON
36816,722.6,274.6,171.3,1.603,0.7814,37271,216.5,0.7024,0.9878,0.8861,0.7885,0.007458,0.001778,0.6218,0.9965,DERMASON
36828,712.2,269.6,174.2,1.547,0.7632,37236,216.5,0.7201,0.989,0.9124,0.8032,0.007321,0.001879,0.6451,0.9983,DERMASON
36833,706.8,258.8,181.5,1.426,0.7128,37186,216.6,0.7308,0.9905,0.9264,0.8369,0.007025,0.002126,0.7004,0.9986,DERMASON
36837,732.9,284.7,165.6,1.719,0.8133,37294,216.6,0.7372,0.9877,0.8618,0.7606,0.007729,0.001596,0.5786,0.9945,DERMASON
36845,712.5,270.6,173.7,1.558,0.7669,37162,216.6,0.7915,0.9915,0.912,0.8004,0.007344,0.00186,0.6407,0.9984,DERMASON
36851,707.9,261.6,179.8,1.455,0.7263,37279,216.6,0.712,0.9885,0.9241,0.828,0.007099,0.002058,0.6856,0.9974,DERMASON
36857,719.3,269.5,174.4,1.545,0.7624,37216,216.6,0.7749,0.9904,0.8952,0.8039,0.007311,0.001884,0.6463,0.9987,DERMASON
36859,709,260.3,180.8,1.439,0.7193,37240,216.6,0.7845,0.9898,0.9214,0.8323,0.007061,0.002091,0.6928,0.9972,DERMASON
36867,723,274.3,171.4,1.6,0.7806,37308,216.7,0.7159,0.9882,0.8864,0.7899,0.00744,0.001787,0.624,0.9983,DERMASON
36876,707.7,261,180.6,1.446,0.7221,37270,216.7,0.7161,0.9894,0.9253,0.8301,0.007078,0.002074,0.6891,0.9962,DERMASON
36878,707.6,254.7,184.9,1.378,0.6879,37233,216.7,0.7829,0.9905,0.9256,0.8508,0.006906,0.002232,0.7239,0.9973,DERMASON
36878,722.8,264,178.3,1.481,0.7376,37329,216.7,0.7589,0.9879,0.8871,0.8208,0.007159,0.002004,0.6737,0.9976,DERMASON
36890,734,279.7,168.2,1.663,0.7991,37371,216.7,0.7873,0.9871,0.8604,0.7748,0.007583,0.001685,0.6003,0.9985,DERMASON
36899,735.7,278.2,169.3,1.643,0.7936,37354,216.8,0.7495,0.9878,0.8567,0.779,0.00754,0.001713,0.6069,0.9974,DERMASON
36907,706.1,257.4,182.9,1.407,0.7037,37328,216.8,0.7683,0.9887,0.9303,0.8422,0.006974,0.002164,0.7092,0.9982,DERMASON
36914,706.7,257,183.3,1.402,0.7011,37304,216.8,0.77,0.9895,0.9289,0.8436,0.006962,0.002175,0.7116,0.998,DERMASON
36915,712.4,268.3,175.5,1.528,0.7563,37322,216.8,0.7359,0.9891,0.9141,0.8081,0.007268,0.001912,0.653,0.9981,DERMASON
36918,727.6,272.7,172.6,1.58,0.7742,37365,216.8,0.7671,0.988,0.8762,0.7952,0.007385,0.001821,0.6323,0.999,DERMASON
36924,703,250.9,187.6,1.337,0.664,37327,216.8,0.7491,0.9892,0.9388,0.8642,0.006795,0.002338,0.7468,0.9987,DERMASON
36926,716.4,262.2,179.7,1.46,0.7285,37348,216.8,0.7965,0.9887,0.9041,0.8269,0.007102,0.002048,0.6837,0.998,DERMASON
36932,708.3,253.3,185.8,1.363,0.6797,37379,216.8,0.7494,0.988,0.9251,0.8561,0.006859,0.002272,0.7329,0.9992,DERMASON
36934,716,271.3,174,1.559,0.7671,37374,216.9,0.7745,0.9882,0.9054,0.7994,0.007345,0.00185,0.6391,0.9961,DERMASON
36941,710.8,262.5,179.5,1.463,0.7298,37298,216.9,0.7684,0.9904,0.9189,0.8262,0.007106,0.002042,0.6825,0.9984,DERMASON
36956,717.5,272.5,173.2,1.573,0.7721,37464,216.9,0.7362,0.9864,0.902,0.7962,0.007372,0.001827,0.6339,0.9974,DERMASON
36960,706.6,256.8,183.8,1.397,0.6984,37357,216.9,0.7609,0.9894,0.9303,0.8447,0.006948,0.002182,0.7136,0.9969,DERMASON
36964,718.6,257,183.7,1.399,0.6994,37421,216.9,0.7993,0.9878,0.8996,0.8441,0.006953,0.002177,0.7125,0.9968,DERMASON
36965,707.6,263.1,179.2,1.469,0.7323,37296,216.9,0.7754,0.9911,0.9276,0.8246,0.007118,0.00203,0.6799,0.9985,DERMASON
36974,725.2,274.5,172.4,1.592,0.7781,37423,217,0.6926,0.988,0.8836,0.7903,0.007425,0.001787,0.6246,0.9944,DERMASON
36977,707.9,264.6,178.3,1.484,0.7389,37319,217,0.7974,0.9908,0.9274,0.82,0.007156,0.001996,0.6725,0.9979,DERMASON
36978,706.1,257.9,182.9,1.41,0.7052,37339,217,0.7987,0.9903,0.9319,0.8413,0.006975,0.002156,0.7078,0.9983,DERMASON
36988,706.2,260.3,181.5,1.434,0.7166,37378,217,0.739,0.9896,0.932,0.8338,0.007037,0.002098,0.6952,0.9968,DERMASON
36992,717.7,255,185.2,1.377,0.6875,37452,217,0.721,0.9877,0.9024,0.8509,0.006895,0.00223,0.7241,0.9971,DERMASON
36996,732.3,274.9,172,1.598,0.7799,37447,217,0.6882,0.988,0.8668,0.7896,0.00743,0.001781,0.6235,0.9962,DERMASON
36998,714.8,262.3,179.9,1.459,0.728,37380,217,0.745,0.9898,0.9101,0.8273,0.007091,0.002049,0.6845,0.9984,DERMASON
37016,722.1,276,171.3,1.611,0.7841,37446,217.1,0.776,0.9885,0.8921,0.7867,0.007455,0.001762,0.6189,0.9972,DERMASON
37029,729.6,271.7,173.9,1.563,0.7685,37593,217.1,0.7806,0.985,0.8741,0.7991,0.007338,0.001846,0.6386,0.998,DERMASON
37037,708.5,261.8,180.4,1.451,0.7247,37454,217.2,0.7262,0.9889,0.9271,0.8295,0.007068,0.002064,0.6881,0.9986,DERMASON
37052,728,253.9,186.3,1.363,0.6793,37646,217.2,0.7472,0.9842,0.8786,0.8553,0.006853,0.002263,0.7316,0.997,DERMASON
37054,714.1,266.6,177.2,1.505,0.7472,37411,217.2,0.7768,0.9905,0.9132,0.8147,0.007195,0.001955,0.6637,0.9987,DERMASON
37062,713.4,265.7,178,1.493,0.7424,37449,217.2,0.7857,0.9897,0.9151,0.8176,0.007169,0.001976,0.6685,0.9978,DERMASON
37063,720.3,266.2,178,1.496,0.7437,37522,217.2,0.6956,0.9878,0.8976,0.8159,0.007183,0.001964,0.6657,0.9958,DERMASON
37064,710.7,265.1,178.2,1.488,0.7404,37390,217.2,0.7061,0.9913,0.9221,0.8194,0.007153,0.001989,0.6714,0.9989,DERMASON
37073,718.3,273.1,173.3,1.576,0.7728,37490,217.3,0.734,0.9889,0.903,0.7954,0.007367,0.001819,0.6327,0.997,DERMASON
37080,714,268.6,176.1,1.525,0.755,37434,217.3,0.7333,0.9905,0.914,0.809,0.007243,0.001914,0.6545,0.9982,DERMASON
37085,715.9,268.9,176.2,1.526,0.7553,37533,217.3,0.7978,0.9881,0.9094,0.8082,0.00725,0.001908,0.6532,0.9967,DERMASON
37096,715.8,265.5,178.4,1.488,0.7406,37521,217.3,0.7791,0.9887,0.9097,0.8186,0.007157,0.001982,0.6701,0.9972,DERMASON
37098,705.6,257.2,183.9,1.398,0.6991,37453,217.3,0.7791,0.9905,0.9363,0.8449,0.006934,0.002179,0.7138,0.9982,DERMASON
37108,707.9,265.9,177.9,1.494,0.7431,37379,217.4,0.7367,0.9927,0.9306,0.8175,0.007165,0.001974,0.6684,0.9988,DERMASON
37112,713,262.4,180.8,1.451,0.7247,37509,217.4,0.7406,0.9894,0.9173,0.8284,0.00707,0.002054,0.6863,0.996,DERMASON
37115,710.1,264.5,178.8,1.48,0.7371,37525,217.4,0.7914,0.9891,0.9249,0.8217,0.007128,0.002005,0.6752,0.9991,DERMASON
37117,716.4,267.9,176.6,1.517,0.7519,37537,217.4,0.7883,0.9888,0.9087,0.8113,0.007219,0.00193,0.6583,0.9985,DERMASON
37119,721.6,269.8,175.9,1.534,0.7582,37615,217.4,0.6938,0.9868,0.8957,0.8057,0.007269,0.00189,0.6492,0.9957,DERMASON
37120,766.3,278.9,171.4,1.627,0.7889,38054,217.4,0.6734,0.9755,0.7944,0.7796,0.007513,0.001711,0.6077,0.9888,DERMASON
37123,731.9,278.8,170.6,1.634,0.7909,37539,217.4,0.6752,0.9889,0.8708,0.7798,0.00751,0.001713,0.6082,0.9938,DERMASON
37125,720.1,270.8,175,1.547,0.763,37570,217.4,0.7464,0.9882,0.8996,0.803,0.007293,0.00187,0.6448,0.9974,DERMASON
37127,722.9,273.1,173.3,1.576,0.7729,37545,217.4,0.7845,0.9889,0.8929,0.7962,0.007355,0.001824,0.634,0.9991,DERMASON
37131,712.1,264.3,179.7,1.471,0.7335,37483,217.4,0.8007,0.9906,0.92,0.8226,0.007119,0.002011,0.6767,0.9956,DERMASON
37132,720.8,256.4,185.4,1.383,0.6907,37655,217.4,0.7217,0.9861,0.8981,0.8481,0.006905,0.002203,0.7192,0.9946,DERMASON
37133,709.4,260,182.1,1.428,0.7138,37498,217.4,0.7878,0.9903,0.9272,0.8361,0.007003,0.002112,0.6991,0.9983,DERMASON
37140,717.2,264.7,179.1,1.478,0.7364,37530,217.5,0.7361,0.9896,0.9073,0.8217,0.007126,0.002004,0.6751,0.9979,DERMASON
37149,713.6,263.1,179.9,1.462,0.7296,37583,217.5,0.7241,0.9885,0.9169,0.8266,0.007083,0.002039,0.6832,0.999,DERMASON
37149,713.4,266.2,177.9,1.496,0.7439,37584,217.5,0.7702,0.9884,0.9171,0.817,0.007166,0.001969,0.6675,0.9989,DERMASON
37159,705.8,257,184.7,1.391,0.6953,37515,217.5,0.7912,0.9905,0.9375,0.8462,0.006917,0.002188,0.7161,0.9964,DERMASON
37177,708,259.3,182.9,1.418,0.7088,37528,217.6,0.8038,0.9906,0.9321,0.839,0.006975,0.002132,0.7039,0.9979,DERMASON
37185,714.7,262.1,181.2,1.446,0.7224,37576,217.6,0.6998,0.9896,0.9148,0.8302,0.007048,0.002066,0.6893,0.9968,DERMASON
37191,731.2,287.2,166.6,1.724,0.8145,37794,217.6,0.7218,0.984,0.8741,0.7577,0.007722,0.00157,0.5741,0.9896,DERMASON
37194,719.4,274.7,172.9,1.589,0.7771,37588,217.6,0.795,0.9895,0.9031,0.7923,0.007384,0.001795,0.6278,0.9974,DERMASON
37202,710.6,253.5,188,1.348,0.6707,37739,217.6,0.7709,0.9858,0.9259,0.8585,0.006814,0.002283,0.737,0.9937,DERMASON
37206,717.5,276.2,171.8,1.608,0.7831,37589,217.7,0.7369,0.9898,0.9083,0.788,0.007424,0.001766,0.6209,0.9985,DERMASON
37216,729.9,288.9,165,1.751,0.821,37630,217.7,0.8226,0.989,0.8777,0.7534,0.007764,0.001543,0.5676,0.994,DERMASON
37228,716,257.9,184.5,1.398,0.6987,37686,217.7,0.7194,0.9878,0.9125,0.8442,0.006928,0.00217,0.7126,0.9961,DERMASON
37231,726.8,269.4,176.7,1.524,0.7548,37633,217.7,0.7296,0.9893,0.8858,0.8081,0.007236,0.001904,0.6531,0.9956,DERMASON
37236,712.5,265.2,179.1,1.481,0.7374,37602,217.7,0.7979,0.9903,0.9216,0.821,0.007123,0.001996,0.674,0.9979,DERMASON
37237,724.2,264.8,179.9,1.472,0.7338,37732,217.7,0.7458,0.9869,0.8923,0.8222,0.007112,0.002005,0.6761,0.9951,DERMASON
37261,735.5,289.7,164.7,1.759,0.8227,37695,217.8,0.7367,0.9885,0.8656,0.7519,0.007774,0.001533,0.5654,0.9947,DERMASON
37269,711.5,246,194.1,1.267,0.6143,37729,217.8,0.7478,0.9878,0.9252,0.8855,0.0066,0.002504,0.7842,0.9938,DERMASON
37277,710.2,264.8,179.8,1.473,0.7341,37684,217.9,0.8027,0.9892,0.9287,0.8228,0.007103,0.002008,0.6769,0.9969,DERMASON
37278,737.9,281.7,168.8,1.669,0.8006,37788,217.9,0.7734,0.9865,0.8604,0.7733,0.007558,0.001667,0.5979,0.9978,DERMASON
37285,722.7,269.5,176.6,1.526,0.7554,37821,217.9,0.7747,0.9858,0.8971,0.8084,0.007229,0.001904,0.6535,0.9974,DERMASON
37285,716.2,271.7,175.2,1.551,0.7644,37716,217.9,0.7377,0.9886,0.9134,0.8019,0.007288,0.001859,0.643,0.9973,DERMASON
37293,718.5,262.4,181.8,1.443,0.721,37778,217.9,0.6958,0.9872,0.9077,0.8304,0.007036,0.002064,0.6896,0.9952,DERMASON
37307,728.9,267.1,179.1,1.491,0.7418,37886,217.9,0.7416,0.9847,0.8824,0.8161,0.007159,0.001959,0.666,0.993,DERMASON
37310,726.6,273.8,174.3,1.571,0.7711,37749,218,0.7307,0.9884,0.8882,0.7959,0.00734,0.001817,0.6335,0.995,DERMASON
37311,714.4,264.2,180,1.468,0.732,37708,218,0.7808,0.9895,0.9186,0.8251,0.00708,0.002024,0.6808,0.9992,DERMASON
37313,712.7,257.1,185.5,1.386,0.6924,37703,218,0.8234,0.9897,0.9231,0.8479,0.00689,0.002196,0.7189,0.9963,DERMASON
37318,716.3,269.3,177,1.521,0.7536,37713,218,0.7003,0.9895,0.914,0.8094,0.007217,0.00191,0.6551,0.9965,DERMASON
37318,703.7,254.5,186.9,1.362,0.6787,37643,218,0.7603,0.9914,0.9471,0.8563,0.006821,0.002263,0.7333,0.9985,DERMASON
37326,713.8,265.3,179.6,1.477,0.7361,37696,218,0.8065,0.9902,0.9206,0.8217,0.007108,0.001999,0.6751,0.9974,DERMASON
37327,748.3,270.8,175.8,1.541,0.7607,37908,218,0.7262,0.9847,0.8377,0.8049,0.007256,0.001879,0.6479,0.9981,DERMASON
37329,720.5,264.4,180.7,1.464,0.7303,37727,218,0.7799,0.9895,0.9037,0.8244,0.007084,0.002019,0.6797,0.9949,DERMASON
37338,715.6,260.3,183.2,1.421,0.7105,37710,218,0.7442,0.9901,0.9163,0.8377,0.006971,0.002117,0.7017,0.9971,DERMASON
37342,716.6,265.6,179.7,1.478,0.7365,37779,218,0.7056,0.9884,0.9138,0.821,0.007112,0.001993,0.6741,0.9965,DERMASON
37349,717.6,265.5,180.3,1.472,0.7339,37743,218.1,0.7346,0.9896,0.9115,0.8215,0.007108,0.001996,0.6748,0.9934,DERMASON
37354,721,274.5,173.7,1.58,0.7744,37720,218.1,0.7004,0.9903,0.903,0.7944,0.00735,0.001805,0.631,0.9973,DERMASON
37367,710.3,265.3,179.7,1.476,0.7356,37695,218.1,0.7262,0.9913,0.9306,0.8222,0.007099,0.002002,0.6761,0.998,DERMASON
37380,734.4,283.6,168.8,1.68,0.8035,37943,218.2,0.7428,0.9852,0.871,0.7694,0.007586,0.001639,0.5919,0.9943,DERMASON
37386,710.8,260.6,183.1,1.423,0.7114,37751,218.2,0.7152,0.9903,0.9298,0.8374,0.006969,0.002114,0.7012,0.9977,DERMASON
37387,708.4,256.2,186.4,1.374,0.686,37759,218.2,0.7171,0.9901,0.9362,0.8516,0.006852,0.002223,0.7253,0.9968,DERMASON
37393,729.5,278.4,171.6,1.622,0.7873,37812,218.2,0.7666,0.9889,0.883,0.7837,0.007445,0.001733,0.6142,0.9963,DERMASON
37401,718.3,272.9,174.9,1.56,0.7677,37686,218.2,0.699,0.9924,0.911,0.7996,0.007297,0.00184,0.6393,0.9976,DERMASON
37405,712.4,262.5,181.9,1.443,0.721,37772,218.2,0.7375,0.9903,0.9261,0.8313,0.007019,0.002067,0.691,0.9972,DERMASON
37406,731.6,260.9,183.4,1.422,0.7112,37904,218.2,0.7156,0.9869,0.8781,0.8366,0.006974,0.002107,0.6999,0.9955,DERMASON
37413,713.9,268.3,178,1.507,0.7481,37777,218.3,0.749,0.9904,0.9224,0.8135,0.007171,0.001937,0.6618,0.9974,DERMASON
37414,716.2,262.3,182.2,1.44,0.7194,37914,218.3,0.7442,0.9868,0.9165,0.832,0.007012,0.002072,0.6922,0.9965,DERMASON
37415,726,277.4,173,1.604,0.7817,37798,218.3,0.7602,0.9899,0.8921,0.7868,0.007414,0.001753,0.6191,0.9928,DERMASON
37422,714.4,263.2,181.2,1.453,0.7253,37857,218.3,0.7496,0.9885,0.9214,0.8292,0.007035,0.002051,0.6876,0.9987,DERMASON
37423,720.8,265.9,179.8,1.479,0.7366,37870,218.3,0.7934,0.9882,0.9051,0.8209,0.007105,0.001991,0.6739,0.9964,DERMASON
37437,712.4,265.4,180.1,1.473,0.7344,37872,218.3,0.7549,0.9885,0.9271,0.8226,0.00709,0.002002,0.6766,0.9969,DERMASON
37443,732.3,278,172.1,1.616,0.7854,37804,218.3,0.6811,0.9905,0.8773,0.7855,0.007424,0.001743,0.617,0.9967,DERMASON
37445,727.2,274.5,174.1,1.577,0.7733,37836,218.3,0.7721,0.9897,0.8898,0.7953,0.007332,0.00181,0.6325,0.9976,DERMASON
37456,723,277,172.9,1.602,0.7813,37968,218.4,0.6961,0.9865,0.9005,0.7885,0.007394,0.001763,0.6217,0.996,DERMASON
37477,715.3,265.2,180.1,1.472,0.7339,37785,218.4,0.8053,0.9918,0.9205,0.8236,0.007077,0.002009,0.6784,0.9988,DERMASON
37485,717.3,253.9,188.3,1.348,0.6707,37892,218.5,0.7568,0.9893,0.9154,0.8604,0.006773,0.00229,0.7403,0.9981,DERMASON
37485,721.5,267.2,178.9,1.494,0.743,37927,218.5,0.7149,0.9883,0.9048,0.8175,0.007129,0.001964,0.6683,0.9984,DERMASON
37493,711.3,258.6,185,1.398,0.6986,37853,218.5,0.7906,0.9905,0.9312,0.845,0.006896,0.002169,0.7141,0.998,DERMASON
37500,718.9,267,179.3,1.49,0.7412,37857,218.5,0.6981,0.9906,0.9117,0.8183,0.007121,0.001969,0.6696,0.9974,DERMASON
37500,728.2,275.8,173.8,1.587,0.7765,37944,218.5,0.7034,0.9883,0.8887,0.7922,0.007356,0.001787,0.6275,0.9958,DERMASON
37500,715.6,272.2,175.7,1.549,0.7638,37797,218.5,0.7862,0.9921,0.9203,0.8028,0.007258,0.00186,0.6445,0.9986,DERMASON
37511,718.4,267,179.1,1.491,0.7416,37868,218.5,0.7174,0.9906,0.9135,0.8184,0.007119,0.00197,0.6698,0.9984,DERMASON
37513,720,269.6,177.5,1.519,0.7526,37981,218.5,0.7805,0.9877,0.9093,0.8107,0.007187,0.001915,0.6572,0.9981,DERMASON
37514,725.8,269.9,177.4,1.521,0.7535,37920,218.6,0.7933,0.9893,0.8948,0.8098,0.007194,0.001908,0.6558,0.9975,DERMASON
37521,703.6,250.2,191.5,1.306,0.6435,37927,218.6,0.7928,0.9893,0.9525,0.8734,0.006669,0.002394,0.7629,0.9967,DERMASON
37528,735.3,264.8,181,1.463,0.7298,38049,218.6,0.7505,0.9863,0.8723,0.8255,0.007056,0.002021,0.6814,0.9967,DERMASON
37535,717.2,267.7,179.1,1.495,0.7433,37935,218.6,0.8018,0.9895,0.917,0.8167,0.007131,0.001957,0.667,0.9971,DERMASON
37537,742.6,294.3,162.9,1.806,0.8328,37949,218.6,0.7322,0.9891,0.8553,0.7429,0.007839,0.001473,0.552,0.997,DERMASON
37547,726.7,273.3,175.3,1.559,0.7673,38006,218.6,0.7005,0.9879,0.8933,0.7999,0.00728,0.001839,0.6399,0.9979,DERMASON
37556,721.7,268.1,179.1,1.497,0.744,37907,218.7,0.756,0.9907,0.906,0.8157,0.007138,0.001949,0.6653,0.9958,DERMASON
37560,722.9,280.6,171,1.64,0.7927,37925,218.7,0.7918,0.9904,0.9033,0.7794,0.00747,0.0017,0.6075,0.9965,DERMASON
37570,721.4,270.7,177.4,1.526,0.7555,37933,218.7,0.6925,0.9904,0.9073,0.8079,0.007206,0.001894,0.6527,0.9963,DERMASON
37570,725.4,271.3,176.5,1.537,0.7595,37928,218.7,0.7922,0.9906,0.8973,0.8062,0.007221,0.001881,0.6499,0.9991,DERMASON
37571,748.4,285.7,168.9,1.691,0.8064,38088,218.7,0.6616,0.9864,0.8429,0.7656,0.007603,0.001612,0.5862,0.9912,DERMASON
37579,721.5,272.7,176,1.549,0.7638,37908,218.7,0.6923,0.9913,0.9073,0.8022,0.007256,0.001854,0.6435,0.9971,DERMASON
37581,741.2,272.2,176.4,1.542,0.7614,38232,218.7,0.7348,0.983,0.8596,0.8037,0.007242,0.001864,0.646,0.9964,DERMASON
37583,717.1,259.2,185.1,1.4,0.6999,38057,218.8,0.7996,0.9875,0.9185,0.8439,0.006897,0.002158,0.7122,0.9972,DERMASON
37583,720.7,277.7,172.7,1.608,0.7832,37877,218.8,0.7222,0.9922,0.9092,0.7877,0.007389,0.001755,0.6205,0.9978,DERMASON
37591,726.5,280.2,171.2,1.636,0.7916,38004,218.8,0.6894,0.9891,0.8949,0.7808,0.007454,0.001709,0.6097,0.9977,DERMASON
37596,717.7,269.5,177.9,1.515,0.7512,37987,218.8,0.725,0.9897,0.9172,0.812,0.007167,0.001922,0.6593,0.9988,DERMASON
37600,721.2,268.9,178.2,1.509,0.7488,38001,218.8,0.7175,0.9894,0.9083,0.8137,0.007151,0.001934,0.6622,0.9991,DERMASON
