# source: https://data.world/data-society/european-soccer-data
country,date,home_team,away_team,home_team_goal,away_team_goal,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA
Portugal,2016-02-27,Boavista FC,Rio Ave FC,1,2,2.9,3.0,2.6,2.7,2.95,2.7,2.6,3.1,2.6
Portugal,2016-02-27,Estoril Praia,Vitaria Setabal,3,0,2.1,3.2,3.6,2.2,2.9,3.6,2.2,3.0,3.2
Portugal,2016-02-29,Vitaria Guimaraes,Sporting CP,0,0,6.5,3.6,1.57,6.0,4.0,1.5,5.7,3.8,1.5
Portugal,2016-02-28,Moreirense FC,Tondela,1,2,1.8,3.5,4.5,1.8,3.4,4.25,1.85,3.3,3.9
Portugal,2016-03-06,Tondela,FC Arouca,0,1,3.1,3.0,2.45,3.0,2.85,2.55,2.8,3.1,2.4
Portugal,2016-03-06,Uniao da Madeira,CF Os Belenenses,0,0,2.9,3.1,2.5,2.75,3.1,2.55,2.5,3.1,2.7
Portugal,2016-03-05,Sporting CP,SL Benfica,0,1,2.4,3.1,3.1,2.45,3.2,2.8,2.4,3.1,2.95
Portugal,2016-03-07,Rio Ave FC,Estoril Praia,1,3,2.0,3.3,3.8,2.0,3.4,3.5,1.9,3.3,3.7
Portugal,2016-03-06,Vitaria Setabal,Moreirense FC,0,1,2.38,3.2,3.0,2.4,3.1,2.95,2.4,2.9,3.0
Portugal,2016-03-06,Acadamica de Coimbra,Vitaria Guimaraes,2,0,3.1,3.2,2.3,3.0,3.0,2.4,2.8,3.1,2.4
Portugal,2016-03-06,Boavista FC,CD Nacional,0,1,2.6,3.1,2.8,2.4,3.1,2.95,2.3,3.1,2.9
Portugal,2016-03-06,SC Braga,FC Porto,3,1,4.0,3.5,1.91,4.2,3.3,1.85,3.8,3.4,1.85
Portugal,2016-03-04,FC Paaos de Ferreira,CS Maratimo,2,2,2.45,3.25,2.9,2.35,3.3,2.85,2.6,3.1,2.6
Portugal,2016-03-13,Moreirense FC,Acadamica de Coimbra,2,2,2.1,3.25,3.5,2.25,3.2,3.1,2.1,3.1,3.3
Portugal,2016-03-11,CS Maratimo,Boavista FC,0,3,1.91,3.3,4.2,1.9,3.25,4.1,2.0,3.1,3.5
Portugal,2016-03-13,Vitaria Guimaraes,FC Paaos de Ferreira,0,1,2.0,3.2,4.0,2.1,3.2,3.4,2.0,3.2,3.4
Portugal,2016-03-13,FC Arouca,Vitaria Setabal,1,0,1.91,3.2,4.33,1.9,3.3,4.0,2.0,3.2,3.4
Portugal,2016-03-13,CF Os Belenenses,SC Braga,3,0,3.6,3.2,2.1,3.7,3.4,1.95,3.4,3.2,2.0
Portugal,2016-03-14,SL Benfica,Tondela,4,1,1.11,8.0,26.0,1.11,8.0,18.0,1.1,7.5,16.0
Portugal,2016-03-12,Estoril Praia,Sporting CP,1,2,9.0,4.2,1.4,7.25,3.75,1.48,5.7,3.8,1.5
Portugal,2016-03-13,CD Nacional,Rio Ave FC,1,0,2.25,3.2,3.3,2.25,3.1,3.2,2.3,3.0,3.0
Portugal,2016-03-12,FC Porto,Uniao da Madeira,3,2,1.17,7.0,15.0,1.12,7.5,19.0,1.12,7.0,14.0
Portugal,2016-03-19,Sporting CP,FC Arouca,5,1,1.2,6.0,15.0,1.22,5.75,12.0,1.2,5.5,12.0
Portugal,2016-03-20,Tondela,CF Os Belenenses,2,2,3.1,3.1,2.4,3.0,3.2,2.3,3.0,3.2,2.2
Portugal,2016-03-20,Boavista FC,SL Benfica,0,1,13.0,5.25,1.25,12.0,5.0,1.25,12.0,5.5,1.2
Portugal,2016-03-20,CD Nacional,Vitaria Guimaraes,3,2,2.3,3.1,3.25,2.15,3.25,3.25,2.1,3.2,3.2
Portugal,2016-03-18,Rio Ave FC,CS Maratimo,1,0,1.83,3.6,4.2,1.91,3.4,3.8,2.0,3.3,3.3
Portugal,2016-03-19,Vitaria Setabal,FC Porto,0,1,9.0,5.0,1.33,10.5,5.0,1.28,10.0,5.0,1.25
Portugal,2016-03-20,Acadamica de Coimbra,Estoril Praia,0,3,2.38,3.2,3.0,2.45,3.1,2.9,2.4,3.1,2.8
Portugal,2016-03-20,SC Braga,Uniao da Madeira,2,0,1.33,5.0,9.0,1.3,5.0,9.25,1.3,4.8,8.5
Portugal,2016-03-20,FC Paaos de Ferreira,Moreirense FC,0,0,2.0,3.3,3.8,2.0,3.4,3.5,2.0,3.2,3.4
Portugal,2016-04-02,FC Arouca,Acadamica de Coimbra,3,2,2.1,3.25,3.6,1.91,3.2,4.1,2.1,3.1,3.3
Portugal,2016-04-02,Vitaria Guimaraes,Boavista FC,1,1,2.05,3.1,4.0,1.95,3.2,3.9,2.0,3.2,3.4
Portugal,2016-04-03,Uniao da Madeira,Vitaria Setabal,2,2,2.25,3.1,3.4,2.25,3.1,3.2,2.3,3.1,2.9
Portugal,2016-04-04,CF Os Belenenses,Sporting CP,2,5,9.0,5.0,1.33,8.5,4.75,1.33,8.5,4.8,1.3
Portugal,2016-04-01,SL Benfica,SC Braga,5,1,1.53,3.75,7.0,1.57,4.0,6.25,1.55,3.7,5.4
Portugal,2016-04-03,Estoril Praia,FC Paaos de Ferreira,1,0,2.2,3.2,3.4,2.1,3.2,3.4,2.3,3.1,2.9
Portugal,2016-04-02,CS Maratimo,CD Nacional,2,0,2.38,3.2,3.0,2.4,3.2,2.85,2.5,3.1,2.7
Portugal,2016-04-03,Moreirense FC,Rio Ave FC,0,1,2.8,3.3,2.45,2.8,3.2,2.45,2.8,3.1,2.4
Portugal,2016-04-04,FC Porto,Tondela,0,1,1.1,9.0,23.0,1.1,8.0,21.0,1.07,7.5,20.0
Portugal,2016-04-08,Boavista FC,FC Arouca,0,0,2.38,3.0,3.25,2.3,3.0,3.2,2.5,3.1,2.7
Portugal,2016-04-10,Vitaria Setabal,CF Os Belenenses,0,1,2.38,3.25,3.0,2.3,3.1,3.1,2.4,3.0,2.9
Portugal,2016-04-10,CD Nacional,Estoril Praia,4,1,2.15,3.1,3.6,2.3,3.0,3.2,2.3,3.1,2.9
Portugal,2016-04-11,Rio Ave FC,Vitaria Guimaraes,2,0,2.0,3.2,4.0,1.95,3.1,4.1,2.0,3.2,3.4
Portugal,2016-04-09,Sporting CP,CS Maratimo,3,1,1.2,6.0,15.0,1.22,5.75,11.0,1.2,5.5,12.0
Portugal,2016-04-09,Acadamica de Coimbra,SL Benfica,1,2,12.0,4.75,1.3,8.25,4.4,1.36,7.0,4.1,1.4
Portugal,2016-04-10,SC Braga,Moreirense FC,1,1,1.44,4.0,8.0,1.4,4.25,7.5,1.45,3.9,6.5
Portugal,2016-04-10,FC Paaos de Ferreira,FC Porto,1,0,8.5,4.33,1.4,7.5,4.33,1.4,7.0,4.1,1.4
Portugal,2016-04-10,Tondela,Uniao da Madeira,1,0,2.3,3.1,3.2,2.3,3.1,3.1,2.4,3.1,2.8
Portugal,2015-08-30,Acadamica de Coimbra,Sporting CP,1,3,8.5,4.33,1.4,7.75,4.1,1.42,5.7,3.8,1.5
Portugal,2015-08-31,CF Os Belenenses,CS Maratimo,1,1,2.3,3.1,3.25,2.25,3.0,3.3,2.2,3.1,3.1
Portugal,2015-08-29,SL Benfica,Moreirense FC,3,2,1.2,6.0,15.0,1.18,5.75,16.5,1.17,5.8,13.0
Portugal,2015-08-30,FC Paaos de Ferreira,FC Arouca,1,1,2.1,3.2,3.6,1.95,3.2,3.9,2.0,3.2,3.4
Portugal,2015-08-30,SC Braga,Boavista FC,4,0,1.5,3.6,8.5,1.55,3.6,6.5,1.55,3.7,5.4
Portugal,2015-08-29,FC Porto,Estoril Praia,2,0,1.17,6.5,17.0,1.16,6.0,19.5,1.17,5.8,13.0
Portugal,2015-08-31,Uniao da Madeira,Vitaria Guimaraes,0,0,2.9,3.1,2.5,2.95,3.05,2.4,2.7,3.1,2.5
Portugal,2015-08-30,Tondela,CD Nacional,1,0,2.9,3.1,2.5,2.95,3.1,2.4,2.7,3.1,2.5
Portugal,2015-08-29,Vitaria Setabal,Rio Ave FC,2,2,2.38,3.1,3.1,2.3,3.0,3.2,2.4,3.1,2.8
Portugal,2016-04-17,CF Os Belenenses,Acadamica de Coimbra,1,1,2.2,3.2,3.4,2.0,3.2,3.7,2.2,3.2,3.0
Portugal,2016-04-16,Estoril Praia,Boavista FC,1,0,2.25,3.1,3.4,2.25,3.1,3.2,2.2,3.1,3.1
Portugal,2016-04-17,Uniao da Madeira,FC Paaos de Ferreira,3,4,2.6,3.1,2.8,2.75,2.95,2.65,2.6,3.0,2.6
Portugal,2016-04-17,CS Maratimo,Vitaria Guimaraes,3,0,2.38,3.2,3.0,2.3,3.0,3.2,2.3,3.0,3.0
Portugal,2016-04-17,FC Porto,CD Nacional,4,0,1.29,5.5,10.0,1.22,5.5,13.5,1.27,5.0,9.0
Portugal,2016-04-16,FC Arouca,Rio Ave FC,0,0,2.6,3.2,2.7,2.55,3.1,2.75,2.5,3.1,2.7
Portugal,2016-04-18,SL Benfica,Vitaria Setabal,2,1,1.14,7.5,17.0,1.12,7.75,17.0,1.11,7.5,16.0
Portugal,2016-04-18,SC Braga,Tondela,3,0,1.36,4.75,8.0,1.35,4.6,8.0,1.35,4.5,7.3
Portugal,2016-04-16,Moreirense FC,Sporting CP,0,1,13.0,5.25,1.25,12.0,5.0,1.25,8.5,4.8,1.3
Portugal,2016-04-24,CS Maratimo,FC Arouca,1,2,2.2,3.2,3.4,2.3,3.2,3.0,2.2,3.1,3.1
Portugal,2016-04-22,Boavista FC,CF Os Belenenses,1,0,1.95,3.1,4.33,1.9,3.2,4.2,2.0,3.3,3.3
Portugal,2016-04-24,Rio Ave FC,SL Benfica,0,1,8.0,4.5,1.4,8.5,4.6,1.34,8.5,4.8,1.3
Portugal,2016-04-23,FC Paaos de Ferreira,SC Braga,1,0,3.8,3.3,2.0,3.5,3.4,2.0,3.3,3.3,2.0
Portugal,2016-04-24,Vitaria Guimaraes,Estoril Praia,1,1,2.4,3.1,3.1,2.2,3.2,3.2,2.3,3.0,3.0
Portugal,2016-04-24,CD Nacional,Moreirense FC,0,1,2.0,3.4,3.75,1.95,3.25,3.8,2.0,3.2,3.4
Portugal,2016-04-23,Acadamica de Coimbra,FC Porto,1,2,9.0,4.5,1.36,8.0,4.5,1.36,7.0,4.1,1.4
Portugal,2016-04-24,Vitaria Setabal,Tondela,0,1,2.05,3.4,3.6,2.0,3.3,3.6,2.0,3.2,3.4
Portugal,2016-04-23,Sporting CP,Uniao da Madeira,2,0,1.13,8.0,21.0,1.11,8.0,17.5,1.12,7.0,14.0
Portugal,2016-05-01,Uniao da Madeira,Acadamica de Coimbra,3,1,2.5,3.2,2.8,2.5,3.0,2.85,2.3,3.1,2.9
Portugal,2016-05-01,Moreirense FC,Boavista FC,1,1,2.63,3.0,2.88,2.6,3.0,2.75,2.6,2.9,2.7
Portugal,2016-04-30,Tondela,Rio Ave FC,1,1,3.1,3.1,2.4,2.9,3.2,2.35,2.8,3.1,2.4
Portugal,2016-05-01,FC Arouca,CD Nacional,3,0,1.85,3.4,4.33,1.85,3.3,4.2,1.8,3.4,4.0
Portugal,2016-04-30,CF Os Belenenses,FC Paaos de Ferreira,0,2,2.6,3.0,2.88,2.45,3.1,2.85,2.6,3.0,2.6
Portugal,2016-04-29,SL Benfica,Vitaria Guimaraes,1,0,1.11,9.0,19.0,1.11,7.75,19.0,1.1,7.5,16.0
Portugal,2016-04-29,SC Braga,Vitaria Setabal,3,2,1.44,4.33,7.0,1.48,4.1,6.25,1.5,4.0,5.5
Portugal,2016-05-01,Estoril Praia,CS Maratimo,2,1,2.05,3.4,3.6,2.0,3.3,3.6,1.9,3.3,3.7
Portugal,2016-04-30,FC Porto,Sporting CP,1,3,3.25,3.1,2.3,3.1,3.1,2.3,2.6,3.2,2.5
Portugal,2016-05-09,Estoril Praia,FC Arouca,1,1,2.25,3.2,3.3,2.3,3.1,3.1,,,
Portugal,2016-05-08,CD Nacional,CF Os Belenenses,2,2,2.15,3.25,3.4,2.1,3.25,3.4,2.1,3.2,3.2
Portugal,2016-05-08,CS Maratimo,SL Benfica,0,2,9.0,5.0,1.33,8.75,5.0,1.3,10.0,5.0,1.25
Portugal,2016-05-07,Rio Ave FC,FC Porto,1,3,4.2,3.5,1.85,4.5,3.5,1.75,4.0,3.6,1.75
Portugal,2016-05-07,Sporting CP,Vitaria Setabal,5,0,1.1,9.0,23.0,1.08,9.5,20.0,1.1,7.5,16.0
Portugal,2016-05-07,Acadamica de Coimbra,SC Braga,0,0,3.75,3.4,2.0,3.9,3.4,1.9,3.1,3.3,2.1
Portugal,2016-05-08,Boavista FC,Uniao da Madeira,1,0,2.2,3.1,3.5,2.15,3.1,3.4,2.5,2.9,2.9
Portugal,2016-05-06,FC Paaos de Ferreira,Tondela,1,4,1.7,3.6,5.0,1.65,3.75,4.75,1.7,3.5,4.4
Portugal,2016-05-08,Vitaria Guimaraes,Moreirense FC,4,1,2.0,3.3,3.8,2.0,3.2,3.75,2.1,3.2,3.2
Portugal,2016-05-14,Tondela,Acadamica de Coimbra,2,0,1.57,4.0,5.75,1.55,3.8,5.75,1.5,3.9,5.5
Portugal,2016-05-14,FC Porto,Boavista FC,4,0,1.29,5.5,9.5,1.28,5.5,8.25,1.33,4.6,7.8
Portugal,2016-05-14,Vitaria Setabal,FC Paaos de Ferreira,0,0,2.3,3.5,2.9,2.25,3.2,3.1,2.5,3.3,2.5
Portugal,2016-05-15,Moreirense FC,CS Maratimo,2,1,2.05,3.5,3.5,2.1,3.4,3.2,2.1,3.3,3.1
Portugal,2016-05-14,Uniao da Madeira,Rio Ave FC,1,2,2.45,3.1,3.0,2.35,3.1,3.0,2.2,3.2,3.0
Portugal,2016-05-14,FC Arouca,Vitaria Guimaraes,2,2,2.38,3.5,2.8,2.25,3.2,3.1,2.3,3.2,2.8
Portugal,2016-05-14,CF Os Belenenses,Estoril Praia,2,1,3.1,3.5,2.2,3.2,3.3,2.15,2.9,3.3,2.2
Portugal,2016-05-15,SL Benfica,CD Nacional,4,1,1.1,9.0,21.0,1.12,8.0,15.5,1.1,7.5,16.0
Portugal,2016-05-15,SC Braga,Sporting CP,0,4,7.0,4.33,1.44,6.5,4.2,1.45,5.0,3.6,1.6
Portugal,2015-09-12,FC Arouca,FC Porto,1,3,9.5,4.5,1.36,9.75,5.0,1.28,7.3,4.5,1.35
Portugal,2015-09-14,Boavista FC,FC Paaos de Ferreira,0,1,2.88,3.0,2.63,2.6,3.1,2.65,2.6,3.0,2.6
Portugal,2015-09-13,Vitaria Guimaraes,Tondela,1,0,1.95,3.2,4.2,1.83,3.2,4.6,1.9,3.3,3.7
Portugal,2015-09-13,CS Maratimo,Vitaria Setabal,5,2,1.83,3.4,4.5,1.78,3.3,4.6,1.8,3.4,4.0
Portugal,2015-09-13,Moreirense FC,Uniao da Madeira,0,0,2.25,3.1,3.4,2.25,3.0,3.3,2.3,3.0,3.0
Portugal,2015-09-13,Rio Ave FC,Sporting CP,1,2,7.0,4.0,1.5,7.0,4.0,1.45,5.7,3.8,1.5
Portugal,2015-09-13,CD Nacional,Acadamica de Coimbra,2,0,1.65,3.6,5.5,1.7,3.6,4.75,1.75,3.4,4.3
Portugal,2015-09-11,SL Benfica,CF Os Belenenses,6,0,1.25,5.5,13.0,1.25,5.25,11.0,1.25,5.0,10.0
Portugal,2015-09-12,Estoril Praia,SC Braga,1,0,3.0,3.2,2.4,2.9,2.8,2.65,2.7,3.1,2.5
Portugal,2015-09-20,Acadamica de Coimbra,Boavista FC,0,2,2.88,3.0,2.63,2.7,2.9,2.75,2.6,2.9,2.7
Portugal,2015-09-21,CF Os Belenenses,Moreirense FC,2,0,2.1,3.25,3.5,2.05,3.0,3.9,2.1,3.1,3.3
Portugal,2015-09-21,SC Braga,CS Maratimo,5,1,1.75,3.5,4.75,1.72,3.5,4.75,1.7,3.5,4.4
Portugal,2015-09-19,FC Paaos de Ferreira,Rio Ave FC,0,3,1.95,3.2,4.2,1.95,3.1,4.1,2.0,3.2,3.4
Portugal,2015-09-20,Uniao da Madeira,FC Arouca,0,0,2.6,3.1,2.8,2.5,3.0,2.9,2.6,3.0,2.6
Portugal,2015-09-20,FC Porto,SL Benfica,1,0,2.0,3.2,4.0,2.0,3.3,4.2,2.0,3.2,3.7
Portugal,2015-09-19,Tondela,Estoril Praia,0,1,2.8,3.1,2.6,2.9,2.95,2.55,2.7,3.1,2.5
Portugal,2015-09-18,Vitaria Setabal,Vitaria Guimaraes,2,2,2.45,3.1,3.0,2.45,3.0,2.95,2.5,3.1,2.7
Portugal,2015-09-21,Sporting CP,CD Nacional,1,0,1.29,5.0,12.0,1.25,5.5,10.0,1.35,4.5,7.3
Portugal,2015-09-27,FC Arouca,CF Os Belenenses,2,2,2.4,3.0,3.2,2.4,2.95,3.1,2.2,3.1,3.1
Portugal,2015-09-26,SL Benfica,FC Paaos de Ferreira,3,0,1.25,5.5,13.0,1.25,5.25,11.5,1.15,6.2,14.0
Portugal,2015-09-26,Boavista FC,Sporting CP,0,0,9.5,5.0,1.33,10.0,4.75,1.3,7.0,4.1,1.4
Portugal,2015-09-27,Estoril Praia,Uniao da Madeira,2,1,1.73,3.4,5.25,1.8,3.3,4.5,1.75,3.4,4.3
Portugal,2015-09-27,CS Maratimo,Tondela,1,0,1.73,3.6,4.75,1.75,3.5,4.5,1.75,3.4,4.3
Portugal,2015-09-25,Moreirense FC,FC Porto,2,2,15.0,5.5,1.22,13.0,5.0,1.25,10.0,5.0,1.25
Portugal,2015-09-27,CD Nacional,Vitaria Setabal,1,1,1.91,3.4,4.0,1.8,3.5,4.25,1.8,3.4,4.0
Portugal,2015-09-28,Rio Ave FC,Acadamica de Coimbra,1,0,1.62,3.6,6.0,1.6,3.9,5.0,1.6,3.6,5.0
Portugal,2015-09-27,Vitaria Guimaraes,SC Braga,0,1,3.5,3.0,2.25,3.3,2.95,2.3,2.7,3.2,2.4
Portugal,2015-10-03,Acadamica de Coimbra,CS Maratimo,1,0,4.0,3.1,2.05,3.8,3.2,2.0,3.3,3.3,2.0
Portugal,2015-10-03,FC Paaos de Ferreira,CD Nacional,3,1,2.2,3.5,3.1,2.1,3.3,3.3,2.1,3.2,3.2
Portugal,2015-10-04,SC Braga,FC Arouca,0,0,1.53,4.0,6.0,1.48,3.9,6.75,1.55,3.7,5.4
Portugal,2015-10-04,FC Porto,CF Os Belenenses,4,0,1.14,7.0,21.0,1.16,6.0,19.5,1.17,5.8,13.0
Portugal,2015-12-15,Uniao da Madeira,SL Benfica,0,0,10.0,4.75,1.33,10.0,5.0,1.33,7.3,4.5,1.35
Portugal,2015-10-03,Rio Ave FC,Boavista FC,1,0,2.05,3.3,3.6,2.0,3.3,3.6,2.0,3.3,3.3
Portugal,2015-10-02,Vitaria Setabal,Estoril Praia,1,0,2.5,3.2,2.88,2.45,3.1,2.85,2.4,3.2,2.7
Portugal,2015-10-04,Sporting CP,Vitaria Guimaraes,5,1,1.29,5.5,10.0,1.26,5.25,10.5,1.3,4.8,8.5
Portugal,2015-10-03,Tondela,Moreirense FC,1,1,2.38,3.1,3.1,2.35,3.0,3.1,2.3,3.1,2.9
Portugal,2015-10-25,FC Arouca,Tondela,1,1,1.85,3.2,4.75,1.83,3.2,4.5,1.85,3.4,3.8
Portugal,2015-10-26,CF Os Belenenses,Uniao da Madeira,1,0,1.83,3.4,4.5,1.87,3.25,4.2,1.9,3.3,3.7
Portugal,2015-10-25,SL Benfica,Sporting CP,0,3,2.2,3.2,3.4,2.2,3.1,3.4,2.1,3.2,3.4
Portugal,2015-10-24,Estoril Praia,Rio Ave FC,2,2,2.2,3.1,3.5,2.15,3.1,3.4,2.3,3.1,2.9
Portugal,2015-10-25,Moreirense FC,Vitaria Setabal,0,2,2.3,3.2,3.2,2.35,3.1,3.0,2.3,3.1,2.9
Portugal,2015-10-24,Vitaria Guimaraes,Acadamica de Coimbra,1,1,1.7,3.6,5.0,1.75,3.25,5.0,1.7,3.5,4.4
Portugal,2015-10-23,CD Nacional,Boavista FC,0,0,1.91,3.25,4.33,1.78,3.25,4.75,1.8,3.4,4.0
Portugal,2015-10-25,FC Porto,SC Braga,0,0,1.33,4.75,9.5,1.33,4.6,9.25,1.35,4.5,7.3
Portugal,2015-10-24,CS Maratimo,FC Paaos de Ferreira,0,2,1.91,3.4,4.0,2.0,3.3,3.6,2.0,3.3,3.3
Portugal,2015-11-01,Acadamica de Coimbra,Moreirense FC,1,1,2.35,3.0,3.25,2.35,2.95,3.2,2.4,3.1,2.8
Portugal,2015-11-01,Boavista FC,CS Maratimo,0,1,2.7,3.2,2.6,2.6,2.95,2.8,2.6,3.0,2.6
Portugal,2015-11-02,FC Paaos de Ferreira,Vitaria Guimaraes,0,1,2.15,3.2,3.5,2.0,3.1,3.9,2.1,3.1,3.3
Portugal,2015-11-01,Vitaria Setabal,FC Arouca,0,0,2.1,3.1,3.75,2.15,3.1,3.4,2.2,3.1,3.1
Portugal,2015-10-31,SC Braga,CF Os Belenenses,4,0,1.5,4.0,6.5,1.53,3.75,6.25,1.55,3.7,5.4
Portugal,2015-10-30,Tondela,SL Benfica,0,4,13.0,5.25,1.25,11.0,5.0,1.26,8.5,4.8,1.3
Portugal,2015-10-31,Sporting CP,Estoril Praia,1,0,1.2,6.0,15.0,1.22,5.75,12.0,1.25,5.0,10.0
Portugal,2015-11-01,Rio Ave FC,CD Nacional,1,0,2.3,3.1,3.3,2.2,3.1,3.3,2.2,3.1,3.1
Portugal,2015-12-02,Uniao da Madeira,FC Porto,0,4,11.0,5.0,1.29,9.0,5.25,1.28,12.0,5.5,1.2
Scotland,2015-08-01,Celtic,Ross County FC,2,0,1.17,7.0,15.0,1.14,6.75,14.0,1.15,6.2,14.0
Scotland,2015-08-02,Dundee United,Aberdeen,0,1,3.6,3.4,2.05,3.6,3.25,1.95,3.3,3.3,2.0
Scotland,2015-08-01,Hamilton Academical FC,Partick Thistle F.C.,0,0,2.63,3.5,2.5,2.5,3.2,2.6,2.5,3.2,2.6
Scotland,2015-08-02,Heart of Midlothian,St. Johnstone FC,4,3,2.1,3.5,3.3,2.0,3.25,3.4,2.1,3.3,3.1
Scotland,2015-08-01,Inverness Caledonian Thistle,Motherwell,0,1,1.67,3.8,5.0,1.67,3.5,4.6,1.7,3.5,4.4
Scotland,2015-08-01,Kilmarnock,Dundee FC,0,4,2.5,3.4,2.7,2.5,3.2,2.6,2.5,3.2,2.6
Scotland,2015-10-03,Aberdeen,St. Johnstone FC,1,5,1.57,4.0,5.5,1.62,3.9,4.5,1.65,3.5,4.6
Scotland,2015-10-03,Dundee FC,Motherwell,2,1,2.2,3.4,3.2,2.2,3.25,3.0,2.1,3.3,3.1
Scotland,2015-10-04,Hamilton Academical FC,Celtic,1,2,10.0,5.25,1.29,10.0,5.0,1.25,7.8,4.6,1.33
Scotland,2015-10-03,Heart of Midlothian,Kilmarnock,1,1,1.44,4.5,6.5,1.48,4.1,5.5,1.5,3.8,5.7
Scotland,2015-10-03,Partick Thistle F.C.,Dundee United,3,0,2.38,3.4,2.88,2.45,3.25,2.6,2.4,3.2,2.7
Scotland,2015-10-03,Ross County FC,Inverness Caledonian Thistle,1,2,2.15,3.4,3.3,2.05,3.4,3.1,2.2,3.2,3.0
Scotland,2015-10-18,Dundee United,Heart of Midlothian,0,1,2.75,3.4,2.45,2.75,3.3,2.3,2.7,3.2,2.4
Scotland,2015-10-17,Hamilton Academical FC,Dundee FC,1,1,2.15,3.5,3.25,2.2,3.3,2.9,2.2,3.2,3.0
Scotland,2015-10-17,Kilmarnock,Inverness Caledonian Thistle,2,0,4.0,3.6,1.85,3.75,3.4,1.87,3.8,3.4,1.85
Scotland,2015-10-17,Motherwell,Celtic,0,1,9.5,5.5,1.29,8.5,5.0,1.28,8.5,4.8,1.3
Scotland,2015-10-16,Ross County FC,Aberdeen,2,0,3.8,3.5,1.95,3.6,3.3,1.91,3.7,3.3,1.9
Scotland,2015-10-17,St. Johnstone FC,Partick Thistle F.C.,1,2,2.0,3.3,3.75,2.0,3.2,3.5,2.0,3.3,3.3
Scotland,2015-10-24,Aberdeen,Motherwell,1,1,1.4,4.5,8.0,1.36,4.33,7.25,1.4,4.1,7.0
Scotland,2015-10-25,Celtic,Dundee United,5,0,1.17,7.5,13.0,1.18,6.0,11.5,1.17,5.8,13.0
Scotland,2015-10-24,Dundee FC,Kilmarnock,1,2,1.83,3.6,4.2,1.75,3.5,4.1,1.75,3.4,4.3
Scotland,2015-10-24,Heart of Midlothian,Ross County FC,2,0,2.15,3.4,3.25,2.05,3.3,3.2,2.2,3.2,3.0
Scotland,2015-10-24,Inverness Caledonian Thistle,St. Johnstone FC,0,1,2.38,3.2,3.0,2.15,3.3,3.0,2.3,3.2,2.8
Scotland,2015-10-24,Partick Thistle F.C.,Hamilton Academical FC,1,1,2.3,3.5,2.88,2.3,3.2,2.8,2.3,3.2,2.8
Scotland,2015-10-31,Celtic,Aberdeen,3,1,1.4,5.0,6.5,1.4,4.5,6.0,1.45,3.9,6.5
Scotland,2015-10-31,Dundee United,Ross County FC,1,0,2.8,3.4,2.4,2.5,3.3,2.5,2.6,3.2,2.5
Scotland,2015-10-31,Hamilton Academical FC,St. Johnstone FC,2,4,2.5,3.2,2.88,2.35,3.4,2.6,2.5,3.2,2.6
Scotland,2015-10-31,Inverness Caledonian Thistle,Dundee FC,1,1,2.05,3.25,3.75,2.05,3.25,3.3,2.0,3.3,3.3
Scotland,2015-10-31,Kilmarnock,Motherwell,0,1,2.7,3.4,2.5,2.5,3.3,2.5,2.6,3.2,2.5
Scotland,2015-10-31,Partick Thistle F.C.,Heart of Midlothian,0,4,2.5,3.5,2.63,2.65,3.3,2.4,2.7,3.2,2.4
Scotland,2015-11-07,Aberdeen,Dundee United,2,0,1.45,4.5,6.5,1.42,4.1,6.75,1.45,3.9,6.5
Scotland,2015-11-07,Dundee FC,Partick Thistle F.C.,1,1,2.38,3.3,2.9,2.15,3.3,3.0,2.2,3.2,3.0
Scotland,2015-11-07,Heart of Midlothian,Hamilton Academical FC,2,0,2.0,3.5,3.6,1.9,3.3,3.7,2.0,3.3,3.3
Scotland,2015-11-07,Motherwell,Inverness Caledonian Thistle,1,3,2.6,3.4,2.6,2.6,3.3,2.4,2.6,3.1,2.6
Scotland,2015-11-08,Ross County FC,Celtic,1,4,9.0,5.0,1.33,7.5,4.75,1.33,7.3,4.5,1.37
Scotland,2015-11-07,St. Johnstone FC,Kilmarnock,2,1,1.65,3.75,5.25,1.67,3.5,4.6,1.7,3.5,4.4
Scotland,2015-11-21,Celtic,Kilmarnock,0,0,1.13,8.0,19.0,1.1,8.0,16.0,1.1,7.5,16.0
Scotland,2015-11-21,Dundee United,St. Johnstone FC,1,2,3.2,3.4,2.2,3.0,3.4,2.1,3.0,3.2,2.2
Scotland,2015-11-22,Hamilton Academical FC,Aberdeen,1,1,3.75,3.4,2.0,3.5,3.4,1.91,3.7,3.3,1.9
Scotland,2015-11-21,Heart of Midlothian,Dundee FC,1,1,1.8,3.6,4.33,1.72,3.5,4.33,1.85,3.4,3.8
Scotland,2015-11-21,Partick Thistle F.C.,Inverness Caledonian Thistle,2,1,2.25,3.4,3.1,2.15,3.1,3.2,2.3,3.2,2.8
Scotland,2015-11-21,Ross County FC,Motherwell,3,0,1.83,3.75,4.0,1.78,3.6,3.9,1.85,3.4,3.8
Scotland,2015-11-28,Aberdeen,Ross County FC,3,1,1.8,3.5,4.5,1.8,3.5,3.8,1.65,3.5,4.6
Scotland,2015-11-28,Dundee United,Hamilton Academical FC,1,2,2.8,3.4,2.4,2.8,3.25,2.3,2.6,3.2,2.5
Scotland,2015-11-29,Inverness Caledonian Thistle,Celtic,1,3,11.0,5.75,1.25,10.0,4.75,1.26,7.8,4.6,1.33
